Source File: D:\Storage\Programs\OOI\Group 5\Correspondence\07_18_14 sample files\files\11332908.PPB
Processed: 07/18/2014 12:28:15
Using Version: 1.11
Device: CTD
Start Date: 05/13/2014
Timestamp (s)	Suspect Timestamp	Temperature	Conductivity	Pressure	Salinity
1399964316.682	y	10.9732	3.62576	23.087	32.2467
1399964316.746	n	10.9735	3.62577	23.086	32.2465
1399964316.809	n	10.9740	3.62573	23.083	32.2458
1399964316.871	n	10.9735	3.62576	23.087	32.2465
1399964316.934	n	10.9740	3.62577	23.086	32.2462
1399964316.997	n	10.9750	3.62578	23.077	32.2454
1399964317.058	n	10.9754	3.62577	23.076	32.2449
1399964317.122	n	10.9743	3.62575	23.083	32.2457
1399964317.185	n	10.9747	3.62575	23.082	32.2455
1399964317.249	n	10.9750	3.62576	23.082	32.2452
1399964317.309	n	10.9754	3.62577	23.077	32.2450
1399964317.372	n	10.9758	3.62577	23.076	32.2447
1399964317.434	n	10.9762	3.62577	23.077	32.2443
1399964317.498	n	10.9766	3.62576	23.077	32.2439
1399964317.560	n	10.9770	3.62576	23.077	32.2435
1399964317.623	n	10.9775	3.62577	23.076	32.2431
1399964317.684	n	10.9778	3.62578	23.074	32.2429
1399964317.749	n	10.9782	3.62578	23.072	32.2426
1399964317.812	n	10.9786	3.62577	23.071	32.2422
1399964317.873	n	10.9789	3.62576	23.068	32.2418
1399964317.936	n	10.9793	3.62576	23.065	32.2415
1399964317.997	n	10.9797	3.62578	23.067	32.2413
1399964318.061	n	10.9801	3.62579	23.067	32.2410
1399964318.122	n	10.9805	3.62580	23.065	32.2408
1399964318.184	n	10.9809	3.62580	23.061	32.2405
1399964319.631	n	10.9813	3.62580	23.064	32.2401
1399964319.654	n	10.9818	3.62580	23.063	32.2397
1399964319.671	n	10.9823	3.62581	23.061	32.2393
1399964319.687	n	10.9828	3.62581	23.062	32.2389
1399964319.693	n	10.9833	3.62581	23.060	32.2384
1399964319.699	n	10.9838	3.62581	23.059	32.2380
1399964319.705	n	10.9844	3.62581	23.057	32.2375
1399964319.711	n	10.9850	3.62581	23.057	32.2370
1399964319.719	n	10.9855	3.62582	23.055	32.2366
1399964319.727	n	10.9861	3.62584	23.056	32.2362
1399964319.734	n	10.9867	3.62585	23.055	32.2358
1399964319.740	n	10.9873	3.62585	23.051	32.2352
1399964319.747	n	10.9880	3.62585	23.051	32.2347
1399964319.753	n	10.9885	3.62585	23.052	32.2342
1399964319.760	n	10.9891	3.62585	23.050	32.2337
1399964319.766	n	10.9897	3.62586	23.049	32.2333
1399964319.772	n	10.9903	3.62586	23.048	32.2328
1399964319.778	n	10.9909	3.62587	23.047	32.2323
1399964319.785	n	10.9916	3.62587	23.048	32.2317
1399964319.791	n	10.9922	3.62587	23.046	32.2313
1399964319.797	n	10.9928	3.62588	23.044	32.2308
1399964319.803	n	10.9935	3.62588	23.045	32.2302
1399964319.810	n	10.9941	3.62589	23.042	32.2298
1399964319.815	n	10.9947	3.62590	23.041	32.2293
1399964319.821	n	10.9952	3.62590	23.040	32.2288
1399964319.825	n	10.9958	3.62590	23.038	32.2283
1399964319.873	n	10.9964	3.62590	23.039	32.2278
1399964319.936	n	10.9971	3.62590	23.038	32.2272
1399964319.997	n	10.9977	3.62590	23.041	32.2267
1399964320.060	n	10.9982	3.62591	23.035	32.2263
1399964320.123	n	10.9988	3.62591	23.037	32.2258
1399964320.198	n	10.9994	3.62592	23.039	32.2254
1399964320.247	n	11.0000	3.62594	23.038	32.2251
1399964320.310	n	11.0005	3.62595	23.038	32.2247
1399964320.372	n	11.0011	3.62595	23.036	32.2242
1399964320.435	n	11.0017	3.62595	23.033	32.2237
1399964320.499	n	11.0023	3.62594	23.032	32.2231
1399964320.562	n	11.0028	3.62595	23.032	32.2227
1399964320.622	n	11.0034	3.62595	23.030	32.2222
1399964320.686	n	11.0039	3.62596	23.033	32.2219
1399964320.747	n	11.0044	3.62597	23.030	32.2214
1399964320.809	n	11.0049	3.62596	23.028	32.2210
1399964320.872	n	11.0054	3.62596	23.028	32.2205
1399964320.936	n	11.0059	3.62597	23.033	32.2201
1399964321.000	n	11.0064	3.62598	23.029	32.2198
1399964321.062	n	11.0069	3.62599	23.030	32.2194
1399964321.123	n	11.0075	3.62599	23.030	32.2190
1399964321.185	n	11.0080	3.62599	23.029	32.2186
1399964321.249	n	11.0085	3.62599	23.029	32.2182
1399964321.311	n	11.0089	3.62600	23.029	32.2178
1399964321.373	n	11.0094	3.62600	23.028	32.2174
1399964321.436	n	11.0098	3.62600	23.028	32.2170
1399964321.499	n	11.0103	3.62600	23.027	32.2167
1399964321.562	n	11.0108	3.62601	23.027	32.2163
1399964321.624	n	11.0113	3.62601	23.030	32.2159
1399964321.685	n	11.0118	3.62602	23.028	32.2155
1399964321.749	n	11.0123	3.62602	23.028	32.2151
1399964321.811	n	11.0127	3.62602	23.025	32.2147
1399964321.873	n	11.0131	3.62602	23.025	32.2144
1399964321.935	n	11.0134	3.62603	23.026	32.2142
1399964321.999	n	11.0138	3.62602	23.030	32.2138
1399964322.061	n	11.0142	3.62603	23.028	32.2135
1399964322.122	n	11.0146	3.62603	23.027	32.2132
1399964322.184	n	11.0150	3.62604	23.026	32.2129
1399964322.249	n	11.0154	3.62605	23.025	32.2126
1399964322.311	n	11.0157	3.62606	23.025	32.2125
1399964322.372	y	11.0160	3.62606	23.023	32.2122
1399964322.435	n	11.0164	3.62606	23.026	32.2120
1399964322.499	n	11.0167	3.62606	23.026	32.2116
1399964322.561	n	11.0171	3.62607	23.022	32.2113
1399964322.622	n	11.0174	3.62607	23.025	32.2111
1399964322.686	n	11.0177	3.62607	23.028	32.2109
1399964322.748	n	11.0179	3.62608	23.030	32.2107
1399964322.810	n	11.0182	3.62608	23.029	32.2105
1399964322.872	n	11.0185	3.62608	23.025	32.2102
1399964322.937	n	11.0188	3.62607	23.030	32.2099
1399964323.000	n	11.0191	3.62606	23.030	32.2096
1399964323.060	y	11.0194	3.62606	23.029	32.2092
1399964323.160	n	11.0197	3.62605	23.027	32.2089
1399964323.186	n	11.0200	3.62606	23.028	32.2087
