Source File: D:\Storage\Programs\OOI\Group 5\Correspondence\07_18_14 sample files\files\11279999.PPB
Processed: 07/18/2014 12:28:05
Using Version: 1.11
Device: CTD
Start Date: 05/07/2014
Timestamp (s)	Suspect Timestamp	Temperature	Conductivity	Pressure	Salinity
1399507182.687	y	11.7833	3.66902	22.306	31.9663
1399507182.750	n	11.7835	3.66904	22.303	31.9664
1399507182.810	n	11.7835	3.66904	22.300	31.9664
1399507182.874	n	11.7835	3.66902	22.306	31.9662
1399507182.936	n	11.7835	3.66904	22.303	31.9664
1399507182.999	n	11.7835	3.66899	22.298	31.9660
1399507183.062	n	11.7834	3.66899	22.299	31.9660
1399507183.126	n	11.7835	3.66902	22.300	31.9662
1399507183.188	n	11.7835	3.66901	22.299	31.9662
1399507183.251	n	11.7834	3.66900	22.298	31.9661
1399507183.314	n	11.7834	3.66900	22.298	31.9661
1399507183.375	n	11.7834	3.66901	22.299	31.9662
1399507183.437	n	11.7834	3.66903	22.294	31.9663
1399507183.499	n	11.7835	3.66903	22.293	31.9663
1399507183.564	n	11.7836	3.66903	22.291	31.9663
1399507183.624	n	11.7837	3.66902	22.292	31.9661
1399507183.688	n	11.7838	3.66902	22.285	31.9659
1399507183.751	n	11.7839	3.66902	22.284	31.9658
1399507183.813	n	11.7840	3.66902	22.284	31.9658
1399507183.874	n	11.7841	3.66903	22.280	31.9658
1399507183.939	n	11.7843	3.66904	22.278	31.9658
1399507184.003	n	11.7844	3.66904	22.279	31.9656
1399507184.062	n	11.7846	3.66903	22.278	31.9654
1399507184.126	n	11.7847	3.66902	22.275	31.9652
1399507184.188	n	11.7848	3.66901	22.271	31.9650
1399507185.602	n	11.7848	3.66900	22.269	31.9649
1399507185.634	n	11.7849	3.66900	22.268	31.9648
1399507185.658	n	11.7851	3.66900	22.265	31.9647
1399507185.678	n	11.7852	3.66901	22.262	31.9646
1399507185.687	n	11.7853	3.66901	22.260	31.9646
1399507185.695	n	11.7855	3.66901	22.257	31.9645
1399507185.703	n	11.7858	3.66901	22.254	31.9642
1399507185.711	n	11.7861	3.66900	22.249	31.9639
1399507185.719	n	11.7863	3.66899	22.250	31.9635
1399507185.729	n	11.7866	3.66899	22.244	31.9633
1399507185.738	n	11.7869	3.66899	22.243	31.9630
1399507185.746	n	11.7872	3.66900	22.240	31.9629
1399507185.753	n	11.7875	3.66902	22.239	31.9629
1399507185.760	n	11.7877	3.66903	22.235	31.9627
1399507185.766	n	11.7880	3.66903	22.228	31.9625
1399507185.772	n	11.7883	3.66903	22.228	31.9622
1399507185.778	n	11.7885	3.66902	22.227	31.9620
1399507185.784	n	11.7886	3.66902	22.221	31.9619
1399507185.790	n	11.7887	3.66903	22.219	31.9619
1399507185.796	n	11.7888	3.66904	22.218	31.9618
1399507185.802	n	11.7890	3.66905	22.215	31.9618
1399507185.808	n	11.7893	3.66905	22.210	31.9616
1399507185.814	n	11.7895	3.66905	22.209	31.9614
1399507185.820	n	11.7898	3.66904	22.205	31.9610
1399507185.826	n	11.7902	3.66904	22.202	31.9607
1399507185.832	n	11.7904	3.66903	22.200	31.9604
1399507185.876	n	11.7906	3.66903	22.198	31.9602
1399507185.938	n	11.7908	3.66903	22.194	31.9601
1399507185.999	n	11.7909	3.66903	22.192	31.9600
1399507186.063	n	11.7910	3.66902	22.189	31.9599
1399507186.128	n	11.7911	3.66901	22.188	31.9597
1399507186.188	n	11.7911	3.66900	22.184	31.9595
1399507186.250	n	11.7912	3.66900	22.176	31.9595
1399507186.315	n	11.7913	3.66900	22.174	31.9594
1399507186.376	n	11.7913	3.66901	22.173	31.9594
1399507186.439	n	11.7914	3.66901	22.170	31.9594
1399507186.503	n	11.7915	3.66901	22.168	31.9594
1399507186.563	n	11.7915	3.66901	22.167	31.9593
1399507186.635	n	11.7916	3.66902	22.165	31.9593
1399507186.690	n	11.7917	3.66903	22.163	31.9593
1399507186.749	n	11.7918	3.66904	22.158	31.9593
1399507186.815	n	11.7919	3.66904	22.157	31.9593
1399507186.876	n	11.7921	3.66905	22.153	31.9592
1399507186.940	n	11.7923	3.66905	22.152	31.9590
1399507187.003	n	11.7924	3.66905	22.151	31.9589
1399507187.063	n	11.7925	3.66905	22.151	31.9588
1399507187.125	n	11.7927	3.66905	22.150	31.9587
1399507187.187	n	11.7928	3.66906	22.147	31.9587
1399507187.249	n	11.7929	3.66906	22.147	31.9586
1399507187.313	n	11.7930	3.66905	22.143	31.9584
1399507187.376	n	11.7931	3.66903	22.142	31.9582
1399507187.440	n	11.7931	3.66902	22.141	31.9580
1399507187.503	n	11.7932	3.66902	22.138	31.9579
1399507187.563	n	11.7932	3.66902	22.135	31.9579
1399507187.626	n	11.7933	3.66901	22.136	31.9578
1399507187.689	n	11.7934	3.66902	22.140	31.9578
1399507187.753	n	11.7935	3.66903	22.140	31.9578
1399507187.812	n	11.7936	3.66903	22.140	31.9577
1399507187.875	n	11.7938	3.66903	22.138	31.9576
1399507187.938	n	11.7939	3.66904	22.138	31.9575
1399507188.002	n	11.7941	3.66903	22.139	31.9573
1399507188.062	n	11.7943	3.66903	22.140	31.9571
1399507188.125	n	11.7946	3.66904	22.140	31.9569
1399507188.191	n	11.7949	3.66903	22.141	31.9566
1399507188.251	n	11.7952	3.66903	22.140	31.9563
1399507188.336	y	11.7955	3.66903	22.142	31.9560
1399507188.377	n	11.7959	3.66903	22.139	31.9557
1399507188.438	n	11.7962	3.66903	22.141	31.9555
1399507188.502	n	11.7965	3.66905	22.142	31.9553
1399507188.564	n	11.7968	3.66906	22.143	31.9552
1399507188.625	n	11.7971	3.66906	22.145	31.9550
1399507188.689	n	11.7974	3.66906	22.146	31.9548
1399507188.751	n	11.7977	3.66906	22.152	31.9545
1399507188.814	n	11.7980	3.66905	22.154	31.9541
1399507188.876	n	11.7982	3.66905	22.155	31.9539
1399507188.940	n	11.7984	3.66905	22.154	31.9538
1399507189.002	y	11.7986	3.66905	22.157	31.9536
1399507189.167	n	11.7988	3.66905	22.162	31.9534
1399507189.174	n	11.7990	3.66905	22.161	31.9532
1399507189.189	n	11.7991	3.66903	22.164	31.9530
1399507189.249	n	11.7993	3.66903	22.171	31.9528
1399507189.312	n	11.7994	3.66903	22.176	31.9527
1399507189.375	n	11.7996	3.66903	22.176	31.9526
1399507189.440	n	11.7997	3.66904	22.178	31.9526
1399507189.501	n	11.7999	3.66906	22.183	31.9525
1399507189.564	n	11.8001	3.66906	22.183	31.9524
1399507189.628	n	11.8004	3.66906	22.189	31.9521
1399507189.688	n	11.8006	3.66905	22.194	31.9518
1399507189.750	n	11.8009	3.66905	22.196	31.9516
1399507189.813	n	11.8011	3.66904	22.200	31.9514
1399507189.875	n	11.8013	3.66905	22.205	31.9512
1399507189.940	n	11.8015	3.66906	22.209	31.9511
1399507190.000	n	11.8019	3.66906	22.213	31.9508
1399507190.063	n	11.8022	3.66906	22.218	31.9505
1399507190.125	n	11.8026	3.66905	22.222	31.9502
1399507190.189	n	11.8030	3.66904	22.225	31.9497
1399507190.251	n	11.8035	3.66903	22.228	31.9492
1399507190.314	n	11.8040	3.66904	22.229	31.9488
1399507190.377	n	11.8044	3.66904	22.237	31.9485
1399507190.438	n	11.8047	3.66904	22.242	31.9482
1399507190.502	n	11.8050	3.66905	22.249	31.9481
1399507190.563	n	11.8053	3.66906	22.250	31.9479
1399507190.629	n	11.8057	3.66906	22.258	31.9475
1399507190.690	n	11.8062	3.66906	22.259	31.9472
1399507190.751	n	11.8067	3.66906	22.262	31.9467
1399507190.813	n	11.8072	3.66905	22.267	31.9462
