Source File: D:\Storage\Programs\OOI\Group 5\Correspondence\07_18_14 sample files\files\11234999.PPB
Processed: 07/18/2014 12:27:57
Using Version: 1.11
Device: CTD
Start Date: 05/03/2014
Timestamp (s)	Suspect Timestamp	Temperature	Conductivity	Pressure	Salinity
1399118382.684	y	10.9480	3.60171	23.125	32.0310
1399118382.747	n	10.9480	3.60170	23.130	32.0310
1399118382.808	n	10.9479	3.60170	23.126	32.0311
1399118382.872	n	10.9480	3.60171	23.125	32.0310
1399118382.934	n	10.9479	3.60170	23.130	32.0311
1399118382.996	n	10.9480	3.60170	23.129	32.0310
1399118383.059	n	10.9479	3.60170	23.130	32.0311
1399118383.123	n	10.9479	3.60169	23.126	32.0310
1399118383.185	n	10.9479	3.60169	23.127	32.0309
1399118383.248	n	10.9479	3.60169	23.127	32.0310
1399118383.312	n	10.9478	3.60169	23.129	32.0311
1399118383.372	n	10.9476	3.60170	23.130	32.0313
1399118383.435	n	10.9474	3.60170	23.126	32.0315
1399118383.499	n	10.9473	3.60170	23.129	32.0316
1399118383.560	n	10.9471	3.60170	23.132	32.0318
1399118383.622	n	10.9470	3.60171	23.131	32.0319
1399118383.686	n	10.9469	3.60171	23.130	32.0320
1399118383.747	n	10.9468	3.60171	23.129	32.0321
1399118383.810	n	10.9468	3.60170	23.127	32.0321
1399118383.873	n	10.9467	3.60170	23.127	32.0321
1399118383.936	n	10.9466	3.60170	23.127	32.0322
1399118383.998	n	10.9465	3.60170	23.129	32.0323
1399118384.062	n	10.9464	3.60169	23.124	32.0323
1399118384.122	n	10.9462	3.60168	23.123	32.0323
1399118384.184	n	10.9462	3.60167	23.123	32.0323
1399118385.133	n	10.9461	3.60167	23.121	32.0324
1399118385.146	n	10.9460	3.60168	23.125	32.0325
1399118385.152	n	10.9460	3.60170	23.120	32.0327
1399118385.170	n	10.9459	3.60171	23.121	32.0329
1399118385.179	n	10.9459	3.60172	23.115	32.0331
1399118385.185	n	10.9458	3.60173	23.117	32.0332
1399118385.191	n	10.9458	3.60172	23.115	32.0331
1399118385.198	n	10.9458	3.60171	23.113	32.0330
1399118385.205	n	10.9458	3.60170	23.112	32.0329
1399118385.213	n	10.9458	3.60170	23.109	32.0329
1399118385.219	n	10.9457	3.60170	23.104	32.0329
1399118385.230	n	10.9457	3.60170	23.104	32.0330
1399118385.237	n	10.9456	3.60170	23.106	32.0331
1399118385.244	n	10.9456	3.60171	23.099	32.0331
1399118385.251	n	10.9457	3.60170	23.098	32.0331
1399118385.257	n	10.9457	3.60170	23.096	32.0329
1399118385.264	n	10.9458	3.60169	23.091	32.0329
1399118385.310	n	10.9458	3.60169	23.090	32.0328
1399118385.372	n	10.9458	3.60169	23.086	32.0328
1399118385.434	n	10.9458	3.60170	23.085	32.0329
1399118385.497	n	10.9459	3.60171	23.085	32.0330
1399118385.560	n	10.9459	3.60172	23.080	32.0330
1399118385.624	n	10.9460	3.60172	23.079	32.0330
1399118385.686	n	10.9461	3.60171	23.076	32.0327
1399118385.747	n	10.9461	3.60169	23.069	32.0325
1399118385.811	n	10.9462	3.60168	23.069	32.0324
1399118385.873	n	10.9463	3.60169	23.062	32.0324
1399118385.935	n	10.9463	3.60170	23.057	32.0325
1399118385.997	n	10.9463	3.60172	23.053	32.0327
1399118386.061	n	10.9463	3.60173	23.054	32.0327
1399118386.124	n	10.9464	3.60173	23.053	32.0327
1399118386.186	n	10.9464	3.60173	23.050	32.0327
1399118386.258	n	10.9465	3.60173	23.047	32.0327
1399118386.311	n	10.9465	3.60173	23.044	32.0326
1399118386.374	n	10.9466	3.60172	23.038	32.0324
1399118386.435	n	10.9466	3.60171	23.036	32.0324
1399118386.500	n	10.9466	3.60170	23.028	32.0323
1399118386.561	n	10.9466	3.60170	23.024	32.0322
1399118386.623	n	10.9467	3.60170	23.020	32.0322
1399118386.686	n	10.9467	3.60171	23.014	32.0322
1399118386.749	n	10.9467	3.60170	23.015	32.0321
1399118386.811	n	10.9468	3.60170	23.009	32.0321
1399118386.872	n	10.9468	3.60170	23.006	32.0321
1399118386.934	n	10.9468	3.60170	23.000	32.0321
1399118386.999	n	10.9468	3.60171	22.996	32.0322
1399118387.060	n	10.9468	3.60172	22.991	32.0323
1399118387.122	n	10.9468	3.60172	22.987	32.0323
1399118387.186	n	10.9469	3.60172	22.980	32.0322
1399118387.247	n	10.9469	3.60172	22.975	32.0322
1399118387.311	n	10.9470	3.60171	22.969	32.0321
1399118387.373	n	10.9470	3.60171	22.968	32.0320
1399118387.435	n	10.9470	3.60172	22.961	32.0321
1399118387.499	n	10.9471	3.60172	22.954	32.0321
1399118387.561	n	10.9471	3.60173	22.952	32.0321
1399118387.624	n	10.9471	3.60172	22.945	32.0321
1399118387.684	n	10.9471	3.60172	22.938	32.0320
1399118387.747	n	10.9472	3.60171	22.931	32.0319
1399118387.811	n	10.9473	3.60171	22.927	32.0318
1399118387.873	n	10.9474	3.60171	22.922	32.0318
1399118387.935	n	10.9474	3.60171	22.922	32.0317
1399118387.997	n	10.9475	3.60171	22.917	32.0317
1399118388.061	n	10.9475	3.60171	22.911	32.0316
1399118388.123	n	10.9476	3.60171	22.904	32.0315
1399118388.184	n	10.9477	3.60171	22.901	32.0315
1399118388.252	n	10.9478	3.60172	22.895	32.0315
1399118388.406	y	10.9478	3.60172	22.890	32.0315
1399118388.412	n	10.9478	3.60172	22.885	32.0314
1399118388.435	n	10.9479	3.60171	22.878	32.0313
1399118388.497	n	10.9479	3.60171	22.872	32.0313
1399118388.729	y	10.9479	3.60170	22.867	32.0312
1399118388.738	n	10.9478	3.60171	22.862	32.0313
1399118388.745	n	10.9478	3.60172	22.858	32.0315
1399118388.752	n	10.9478	3.60173	22.855	32.0315
1399118388.810	n	10.9479	3.60174	22.849	32.0316
1399118388.872	n	10.9479	3.60174	22.846	32.0316
1399118388.934	n	10.9480	3.60173	22.840	32.0314
1399118388.996	n	10.9480	3.60173	22.835	32.0314
1399118389.060	n	10.9481	3.60174	22.829	32.0314
1399118389.122	n	10.9482	3.60176	22.826	32.0315
1399118389.186	n	10.9483	3.60176	22.826	32.0314
1399118389.250	n	10.9483	3.60175	22.821	32.0314
1399118389.311	n	10.9483	3.60173	22.816	32.0312
1399118389.373	n	10.9484	3.60173	22.811	32.0311
1399118389.436	n	10.9484	3.60172	22.809	32.0310
1399118389.497	n	10.9484	3.60172	22.805	32.0310
1399118389.561	n	10.9484	3.60172	22.804	32.0310
1399118389.623	n	10.9484	3.60173	22.801	32.0310
1399118389.685	n	10.9484	3.60173	22.797	32.0311
1399118389.749	n	10.9485	3.60175	22.797	32.0312
1399118389.811	n	10.9485	3.60175	22.795	32.0312
1399118389.872	n	10.9485	3.60174	22.796	32.0311
1399118389.935	n	10.9485	3.60174	22.795	32.0311
1399118389.997	n	10.9485	3.60174	22.794	32.0311
1399118390.061	n	10.9485	3.60175	22.789	32.0311
1399118390.123	n	10.9485	3.60175	22.787	32.0312
1399118390.184	n	10.9486	3.60175	22.787	32.0311
1399118390.246	n	10.9487	3.60175	22.788	32.0310
1399118390.309	n	10.9488	3.60174	22.789	32.0308
1399118390.372	n	10.9489	3.60174	22.787	32.0308
1399118390.434	n	10.9490	3.60174	22.787	32.0307
1399118390.498	n	10.9490	3.60175	22.787	32.0307
1399118390.560	n	10.9490	3.60175	22.791	32.0308
1399118390.623	n	10.9491	3.60176	22.796	32.0308
1399118390.685	n	10.9491	3.60176	22.798	32.0308
1399118390.746	n	10.9491	3.60177	22.797	32.0308
1399118390.810	n	10.9491	3.60176	22.798	32.0308
1399118390.872	n	10.9492	3.60176	22.800	32.0307
1399118390.934	n	10.9492	3.60175	22.804	32.0306
