Source File: D:\Storage\Programs\OOI\Group 5\Correspondence\07_18_14 sample files\files\11324982.PPB
Processed: 07/18/2014 12:28:14
Using Version: 1.11
Device: CTD
Start Date: 05/12/2014
Timestamp (s)	Suspect Timestamp	Temperature	Conductivity	Pressure	Salinity
1399877937.703	y	11.8838	3.68480	22.654	32.0326
1399877937.766	n	11.8835	3.68480	22.647	32.0328
1399877937.830	n	11.8832	3.68480	22.640	32.0331
1399877937.892	n	11.8835	3.68480	22.654	32.0328
1399877937.954	n	11.8832	3.68480	22.647	32.0331
1399877938.017	n	11.8827	3.68480	22.623	32.0335
1399877938.079	n	11.8823	3.68485	22.616	32.0343
1399877938.143	n	11.8830	3.68482	22.640	32.0334
1399877938.205	n	11.8828	3.68482	22.636	32.0336
1399877938.267	n	11.8827	3.68483	22.630	32.0338
1399877938.330	n	11.8825	3.68483	22.623	32.0339
1399877938.394	n	11.8824	3.68482	22.616	32.0340
1399877938.456	n	11.8822	3.68483	22.612	32.0342
1399877938.519	n	11.8821	3.68482	22.604	32.0342
1399877938.581	n	11.8820	3.68482	22.595	32.0343
1399877938.644	n	11.8820	3.68482	22.588	32.0343
1399877938.706	n	11.8821	3.68481	22.581	32.0342
1399877938.769	n	11.8821	3.68480	22.572	32.0341
1399877938.830	n	11.8821	3.68480	22.567	32.0341
1399877938.894	n	11.8821	3.68481	22.558	32.0341
1399877938.955	n	11.8822	3.68481	22.549	32.0341
1399877939.018	n	11.8822	3.68481	22.538	32.0341
1399877939.080	n	11.8822	3.68480	22.528	32.0340
1399877939.143	n	11.8822	3.68480	22.517	32.0340
1399877939.205	n	11.8823	3.68480	22.512	32.0339
1399877939.269	n	11.8824	3.68481	22.500	32.0339
1399877939.331	n	11.8825	3.68482	22.489	32.0339
1399877939.394	n	11.8827	3.68481	22.479	32.0337
1399877939.456	n	11.8828	3.68480	22.471	32.0335
1399877939.517	n	11.8829	3.68481	22.460	32.0335
1399877939.580	n	11.8829	3.68481	22.444	32.0335
1399877939.643	n	11.8830	3.68482	22.434	32.0335
1399877939.706	n	11.8831	3.68483	22.424	32.0335
1399877939.769	n	11.8833	3.68483	22.412	32.0334
1399877939.831	n	11.8835	3.68482	22.396	32.0331
1399877939.893	n	11.8836	3.68482	22.384	32.0330
1399877939.955	n	11.8837	3.68482	22.372	32.0329
1399877940.017	n	11.8839	3.68482	22.360	32.0328
1399877940.080	n	11.8840	3.68484	22.350	32.0328
1399877940.143	n	11.8842	3.68484	22.336	32.0328
1399877940.205	n	11.8843	3.68483	22.320	32.0326
1399877940.269	n	11.8844	3.68483	22.308	32.0324
1399877940.330	n	11.8846	3.68483	22.293	32.0323
1399877940.393	n	11.8847	3.68482	22.280	32.0320
1399877940.456	n	11.8849	3.68482	22.266	32.0319
1399877940.519	n	11.8851	3.68481	22.252	32.0317
1399877940.580	n	11.8852	3.68481	22.240	32.0316
1399877940.643	n	11.8853	3.68481	22.225	32.0315
1399877940.706	n	11.8855	3.68482	22.210	32.0314
1399877940.768	n	11.8857	3.68483	22.196	32.0314
1399877940.830	n	11.8860	3.68484	22.182	32.0312
1399877940.892	n	11.8862	3.68483	22.166	32.0310
1399877940.955	n	11.8864	3.68483	22.149	32.0308
1399877941.019	n	11.8866	3.68483	22.136	32.0306
1399877941.081	n	11.8868	3.68483	22.121	32.0304
1399877941.143	n	11.8869	3.68483	22.104	32.0304
1399877941.206	n	11.8871	3.68483	22.089	32.0303
1399877941.268	n	11.8872	3.68484	22.074	32.0302
1399877941.331	n	11.8873	3.68483	22.059	32.0301
1399877941.392	n	11.8875	3.68483	22.042	32.0298
1399877941.455	n	11.8878	3.68483	22.027	32.0296
1399877941.518	n	11.8880	3.68483	22.013	32.0295
1399877941.580	n	11.8883	3.68484	21.994	32.0294
1399877941.644	n	11.8885	3.68485	21.977	32.0292
1399877941.706	n	11.8888	3.68485	21.962	32.0290
