Source File: D:\Storage\Programs\OOI\Group 5\Correspondence\07_18_14 sample files\files\11202490.PPB
Processed: 07/18/2014 12:27:51
Using Version: 1.11
Device: CTD
Start Date: 04/30/2014
Timestamp (s)	Suspect Timestamp	Temperature	Conductivity	Pressure	Salinity
1398837508.728	y	10.7256	3.57797	23.818	31.9900
1398837508.789	n	10.7255	3.57799	23.847	31.9902
1398837508.853	n	10.7255	3.57799	23.860	31.9901
1398837508.917	n	10.7255	3.57797	23.818	31.9900
1398837508.979	n	10.7255	3.57799	23.847	31.9902
1398837509.041	n	10.7254	3.57794	23.902	31.9897
1398837509.101	n	10.7255	3.57799	23.914	31.9902
1398837509.166	n	10.7255	3.57798	23.860	31.9901
1398837509.229	n	10.7255	3.57797	23.874	31.9900
1398837509.293	n	10.7255	3.57797	23.888	31.9899
1398837509.354	n	10.7255	3.57796	23.902	31.9899
1398837509.416	n	10.7255	3.57795	23.914	31.9898
1398837509.479	n	10.7255	3.57795	23.928	31.9898
1398837509.543	n	10.7255	3.57795	23.941	31.9897
1398837509.604	n	10.7255	3.57794	23.953	31.9897
1398837509.666	n	10.7255	3.57794	23.968	31.9897
1398837509.729	n	10.7255	3.57794	23.979	31.9897
1398837509.792	n	10.7254	3.57795	23.995	31.9898
1398837509.854	n	10.7255	3.57795	24.003	31.9898
1398837509.917	n	10.7255	3.57796	24.011	31.9898
1398837509.980	n	10.7255	3.57795	24.022	31.9898
1398837510.042	n	10.7257	3.57795	24.034	31.9896
1398837510.106	n	10.7259	3.57794	24.043	31.9893
1398837510.166	n	10.7263	3.57794	24.056	31.9889
1398837510.230	n	10.7269	3.57794	24.063	31.9883
1398837511.053	n	10.7275	3.57794	24.074	31.9878
1398837511.068	n	10.7282	3.57794	24.079	31.9872
1398837511.087	n	10.7288	3.57794	24.085	31.9867
1398837511.095	n	10.7294	3.57794	24.097	31.9862
1398837511.102	n	10.7299	3.57794	24.107	31.9857
1398837511.109	n	10.7304	3.57794	24.114	31.9854
1398837511.115	n	10.7307	3.57795	24.119	31.9851
1398837511.122	n	10.7310	3.57796	24.121	31.9849
1398837511.128	n	10.7311	3.57795	24.128	31.9847
1398837511.135	n	10.7312	3.57794	24.135	31.9845
1398837511.141	n	10.7313	3.57793	24.140	31.9843
1398837511.147	n	10.7314	3.57792	24.145	31.9841
1398837511.152	n	10.7316	3.57791	24.146	31.9840
1398837511.157	n	10.7318	3.57791	24.152	31.9838
1398837511.167	n	10.7322	3.57791	24.156	31.9834
1398837511.229	n	10.7327	3.57790	24.155	31.9828
1398837511.291	n	10.7334	3.57789	24.155	31.9822
1398837511.356	n	10.7340	3.57789	24.161	31.9816
1398837511.416	n	10.7346	3.57788	24.164	31.9811
1398837511.479	n	10.7349	3.57788	24.166	31.9807
1398837511.550	n	10.7351	3.57788	24.169	31.9806
1398837511.604	n	10.7351	3.57788	24.170	31.9806
1398837511.667	n	10.7350	3.57788	24.171	31.9806
1398837511.729	n	10.7350	3.57789	24.168	31.9807
1398837511.792	n	10.7351	3.57789	24.172	31.9807
1398837511.855	n	10.7353	3.57789	24.170	31.9805
1398837511.918	n	10.7356	3.57789	24.164	31.9802
1398837511.980	n	10.7361	3.57790	24.165	31.9798
1398837512.042	n	10.7367	3.57790	24.168	31.9794
1398837512.106	n	10.7372	3.57790	24.164	31.9789
1398837512.166	n	10.7375	3.57789	24.161	31.9785
1398837512.229	n	10.7377	3.57788	24.161	31.9783
1398837512.296	n	10.7378	3.57787	24.158	31.9781
1398837512.353	n	10.7378	3.57787	24.152	31.9781
1398837512.417	n	10.7378	3.57786	24.149	31.9780
1398837512.478	n	10.7377	3.57785	24.144	31.9780
1398837512.544	n	10.7377	3.57785	24.142	31.9780
1398837512.605	n	10.7377	3.57785	24.137	31.9780
1398837512.666	n	10.7376	3.57785	24.130	31.9781
1398837512.731	n	10.7375	3.57786	24.124	31.9782
1398837512.794	n	10.7375	3.57787	24.120	31.9783
1398837512.856	n	10.7374	3.57787	24.117	31.9784
1398837512.916	n	10.7374	3.57786	24.111	31.9784
1398837512.978	n	10.7374	3.57787	24.101	31.9785
1398837513.044	n	10.7373	3.57787	24.097	31.9785
1398837513.105	n	10.7373	3.57787	24.091	31.9785
1398837513.167	n	10.7373	3.57786	24.082	31.9785
1398837513.229	n	10.7373	3.57786	24.075	31.9785
1398837513.291	n	10.7373	3.57784	24.066	31.9783
1398837513.354	n	10.7372	3.57783	24.061	31.9783
1398837513.416	n	10.7371	3.57782	24.052	31.9782
1398837513.478	n	10.7371	3.57782	24.049	31.9782
1398837513.542	n	10.7371	3.57782	24.039	31.9783
1398837513.605	n	10.7371	3.57784	24.033	31.9784
1398837513.667	n	10.7371	3.57784	24.025	31.9785
1398837513.729	n	10.7371	3.57784	24.016	31.9784
1398837513.791	n	10.7371	3.57784	24.006	31.9784
1398837513.855	n	10.7371	3.57784	24.001	31.9785
1398837513.917	n	10.7370	3.57784	23.988	31.9786
1398837513.979	n	10.7369	3.57784	23.980	31.9787
1398837514.041	n	10.7369	3.57784	23.973	31.9787
1398837514.106	n	10.7369	3.57782	23.963	31.9785
1398837514.167	n	10.7369	3.57781	23.953	31.9784
1398837514.230	n	10.7368	3.57781	23.945	31.9785
1398837514.297	n	10.7368	3.57781	23.938	31.9785
1398837514.355	n	10.7368	3.57782	23.931	31.9786
1398837514.418	y	10.7368	3.57783	23.924	31.9787
1398837514.480	n	10.7368	3.57783	23.914	31.9787
1398837514.542	n	10.7368	3.57783	23.901	31.9788
1398837514.604	n	10.7367	3.57784	23.895	31.9789
1398837514.793	y	10.7367	3.57784	23.886	31.9789
1398837514.801	n	10.7366	3.57784	23.874	31.9790
1398837514.807	n	10.7366	3.57784	23.869	31.9790
1398837514.855	n	10.7365	3.57784	23.857	31.9791
1398837514.916	n	10.7365	3.57784	23.848	31.9791
1398837514.978	n	10.7365	3.57785	23.842	31.9792
1398837515.043	n	10.7364	3.57785	23.834	31.9792
1398837515.105	n	10.7363	3.57785	23.823	31.9793
1398837515.167	n	10.7362	3.57785	23.817	31.9794
1398837515.229	n	10.7361	3.57784	23.808	31.9795
1398837515.296	n	10.7360	3.57784	23.800	31.9795
1398837515.354	n	10.7360	3.57784	23.791	31.9796
1398837515.417	n	10.7359	3.57784	23.779	31.9796
1398837515.480	n	10.7358	3.57784	23.772	31.9797
1398837515.541	n	10.7357	3.57784	23.765	31.9798
1398837515.605	n	10.7356	3.57783	23.755	31.9798
1398837515.666	n	10.7354	3.57784	23.746	31.9800
1398837515.730	n	10.7352	3.57784	23.738	31.9803
1398837515.794	n	10.7351	3.57785	23.734	31.9804
1398837515.856	n	10.7349	3.57785	23.723	31.9806
1398837515.916	n	10.7347	3.57785	23.716	31.9808
1398837515.979	n	10.7346	3.57786	23.708	31.9810
1398837516.041	n	10.7344	3.57787	23.701	31.9812
1398837516.106	n	10.7343	3.57788	23.692	31.9815
1398837516.167	n	10.7341	3.57789	23.687	31.9817
1398837516.230	n	10.7339	3.57789	23.675	31.9820
1398837516.291	n	10.7336	3.57789	23.670	31.9822
1398837516.355	n	10.7334	3.57790	23.666	31.9824
1398837516.417	n	10.7331	3.57789	23.658	31.9826
1398837516.479	n	10.7330	3.57790	23.649	31.9828
1398837516.545	n	10.7328	3.57791	23.642	31.9830
1398837516.607	n	10.7327	3.57791	23.640	31.9831
1398837516.667	n	10.7327	3.57791	23.633	31.9832
1398837516.729	n	10.7327	3.57792	23.625	31.9833
1398837516.792	n	10.7327	3.57792	23.617	31.9833
1398837516.856	n	10.7327	3.57793	23.611	31.9834
1398837516.917	n	10.7328	3.57794	23.605	31.9834
1398837516.979	n	10.7328	3.57794	23.602	31.9834
1398837517.043	n	10.7329	3.57794	23.594	31.9833
1398837517.105	n	10.7330	3.57794	23.591	31.9832
1398837517.166	n	10.7331	3.57794	23.586	31.9831
1398837517.229	n	10.7333	3.57793	23.579	31.9829
1398837517.301	n	10.7334	3.57793	23.570	31.9828
1398837517.356	n	10.7335	3.57793	23.568	31.9827
1398837517.416	n	10.7337	3.57794	23.563	31.9826
1398837517.478	n	10.7338	3.57795	23.556	31.9826
1398837517.542	n	10.7339	3.57797	23.550	31.9827
