Source File: D:\Storage\Programs\OOI\Group 5\Correspondence\07_18_14 sample files\files\11079952.PPB
Processed: 07/18/2014 12:27:40
Using Version: 1.11
Device: CTD
Start Date: 04/17/2014
Timestamp (s)	Suspect Timestamp	Temperature	Conductivity	Pressure	Salinity
1397778772.685	y	10.5012	3.62040	22.013	32.6127
1397778772.747	n	10.5012	3.62036	22.029	32.6121
1397778772.809	n	10.5012	3.62040	22.039	32.6126
1397778772.873	n	10.5012	3.62040	22.013	32.6126
1397778772.935	n	10.5012	3.62035	22.029	32.6122
1397778772.997	n	10.5005	3.62040	22.054	32.6132
1397778773.058	n	10.5005	3.62041	22.063	32.6134
1397778773.125	n	10.5009	3.62039	22.039	32.6128
1397778773.189	n	10.5008	3.62040	22.044	32.6129
1397778773.247	n	10.5006	3.62040	22.050	32.6132
1397778773.311	n	10.5004	3.62040	22.054	32.6133
1397778773.376	n	10.5002	3.62040	22.063	32.6135
1397778773.435	n	10.5000	3.62040	22.065	32.6137
1397778773.497	n	10.4997	3.62041	22.071	32.6139
1397778773.562	n	10.4996	3.62040	22.079	32.6140
1397778773.625	n	10.4995	3.62040	22.082	32.6141
1397778773.686	n	10.4995	3.62040	22.090	32.6140
1397778773.749	n	10.4995	3.62039	22.097	32.6140
1397778773.810	n	10.4995	3.62039	22.101	32.6140
1397778773.874	n	10.4995	3.62039	22.107	32.6140
1397778773.937	n	10.4995	3.62039	22.113	32.6140
1397778773.998	n	10.4995	3.62039	22.119	32.6140
1397778774.062	n	10.4995	3.62040	22.122	32.6140
1397778774.123	n	10.4995	3.62040	22.129	32.6140
1397778774.186	n	10.4995	3.62038	22.132	32.6139
1397778774.794	n	10.4995	3.62037	22.135	32.6138
1397778774.807	n	10.4994	3.62037	22.141	32.6138
1397778774.828	n	10.4994	3.62036	22.146	32.6137
1397778774.835	n	10.4994	3.62037	22.151	32.6139
1397778774.842	n	10.4994	3.62038	22.155	32.6140
1397778774.849	n	10.4994	3.62038	22.161	32.6140
1397778774.857	n	10.4994	3.62038	22.163	32.6139
1397778774.864	n	10.4993	3.62038	22.166	32.6139
1397778774.874	n	10.4993	3.62037	22.169	32.6139
1397778774.882	n	10.4992	3.62036	22.174	32.6139
1397778774.890	n	10.4992	3.62036	22.178	32.6139
1397778774.935	n	10.4991	3.62036	22.178	32.6140
1397778774.999	n	10.4990	3.62036	22.182	32.6141
1397778775.062	n	10.4989	3.62036	22.184	32.6143
1397778775.126	n	10.4987	3.62036	22.189	32.6143
1397778775.189	n	10.4986	3.62036	22.189	32.6145
1397778775.248	n	10.4985	3.62036	22.190	32.6145
1397778775.312	n	10.4985	3.62037	22.193	32.6146
1397778775.373	n	10.4985	3.62037	22.196	32.6147
1397778775.438	n	10.4985	3.62037	22.195	32.6147
1397778775.498	n	10.4984	3.62036	22.200	32.6146
1397778775.561	n	10.4984	3.62036	22.201	32.6146
1397778775.624	n	10.4984	3.62035	22.202	32.6145
1397778775.688	n	10.4984	3.62035	22.202	32.6145
1397778775.750	n	10.4983	3.62035	22.203	32.6146
1397778775.810	n	10.4982	3.62035	22.203	32.6147
1397778775.873	n	10.4981	3.62035	22.200	32.6148
1397778775.938	n	10.4980	3.62036	22.198	32.6150
1397778776.000	n	10.4979	3.62036	22.199	32.6151
1397778776.062	n	10.4978	3.62037	22.197	32.6152
1397778776.126	n	10.4978	3.62038	22.197	32.6154
1397778776.187	n	10.4977	3.62038	22.192	32.6155
1397778776.256	n	10.4976	3.62037	22.193	32.6154
1397778776.312	n	10.4976	3.62037	22.190	32.6155
1397778776.375	n	10.4976	3.62037	22.190	32.6155
1397778776.439	n	10.4976	3.62038	22.186	32.6156
1397778776.499	n	10.4976	3.62039	22.185	32.6157
1397778776.562	n	10.4976	3.62040	22.182	32.6158
1397778776.624	n	10.4976	3.62041	22.175	32.6158
1397778776.689	n	10.4976	3.62041	22.169	32.6158
1397778776.750	n	10.4976	3.62041	22.168	32.6158
1397778776.810	n	10.4976	3.62041	22.162	32.6158
1397778776.875	n	10.4976	3.62040	22.157	32.6158
1397778776.935	n	10.4976	3.62040	22.151	32.6158
1397778776.999	n	10.4975	3.62040	22.148	32.6158
1397778777.062	n	10.4975	3.62040	22.145	32.6158
1397778777.125	n	10.4975	3.62040	22.139	32.6159
1397778777.189	n	10.4974	3.62040	22.132	32.6159
1397778777.251	n	10.4974	3.62040	22.122	32.6160
1397778777.311	n	10.4973	3.62040	22.115	32.6161
1397778777.374	n	10.4972	3.62041	22.109	32.6162
1397778777.437	n	10.4971	3.62041	22.104	32.6163
1397778777.501	n	10.4970	3.62041	22.099	32.6165
1397778777.561	n	10.4969	3.62041	22.091	32.6166
1397778777.624	n	10.4968	3.62041	22.084	32.6166
1397778777.687	n	10.4967	3.62041	22.077	32.6167
1397778777.748	n	10.4966	3.62040	22.069	32.6167
1397778777.812	n	10.4966	3.62040	22.060	32.6167
1397778777.875	n	10.4966	3.62041	22.053	32.6168
1397778777.938	n	10.4966	3.62041	22.047	32.6168
1397778777.998	n	10.4965	3.62041	22.044	32.6168
1397778778.061	n	10.4965	3.62041	22.033	32.6169
1397778778.124	n	10.4965	3.62041	22.023	32.6169
1397778778.187	n	10.4964	3.62041	22.017	32.6170
1397778778.375	y	10.4963	3.62041	22.007	32.6171
1397778778.417	y	10.4963	3.62040	21.999	32.6171
1397778778.425	n	10.4962	3.62039	21.993	32.6170
1397778778.437	n	10.4962	3.62038	21.983	32.6169
1397778778.497	n	10.4962	3.62038	21.978	32.6169
1397778778.560	n	10.4962	3.62038	21.972	32.6169
1397778778.623	n	10.4962	3.62039	21.962	32.6170
1397778778.687	n	10.4961	3.62040	21.952	32.6172
1397778778.747	n	10.4961	3.62041	21.947	32.6172
1397778778.810	n	10.4961	3.62041	21.940	32.6173
1397778778.873	n	10.4960	3.62041	21.932	32.6174
1397778778.937	n	10.4959	3.62041	21.929	32.6175
1397778779.000	n	10.4958	3.62041	21.920	32.6176
1397778779.061	n	10.4957	3.62041	21.915	32.6177
1397778779.124	n	10.4957	3.62042	21.911	32.6178
1397778779.187	n	10.4956	3.62041	21.901	32.6178
1397778779.248	n	10.4956	3.62041	21.896	32.6177
1397778779.311	n	10.4955	3.62040	21.888	32.6178
1397778779.374	n	10.4955	3.62040	21.881	32.6177
1397778779.435	n	10.4955	3.62040	21.875	32.6177
1397778779.499	n	10.4955	3.62040	21.869	32.6178
1397778779.562	n	10.4954	3.62041	21.863	32.6179
1397778779.625	n	10.4954	3.62042	21.858	32.6181
1397778779.688	n	10.4953	3.62042	21.856	32.6182
1397778779.748	n	10.4953	3.62042	21.849	32.6182
1397778779.812	n	10.4953	3.62042	21.847	32.6181
1397778779.875	n	10.4953	3.62041	21.842	32.6180
1397778779.938	n	10.4954	3.62040	21.838	32.6179
1397778779.998	n	10.4954	3.62040	21.835	32.6178
1397778780.060	n	10.4955	3.62040	21.833	32.6177
1397778780.125	n	10.4955	3.62040	21.830	32.6177
1397778780.185	n	10.4956	3.62040	21.828	32.6177
1397778780.249	n	10.4956	3.62040	21.826	32.6176
1397778780.312	n	10.4957	3.62040	21.824	32.6176
1397778780.376	n	10.4958	3.62040	21.824	32.6175
1397778780.438	n	10.4960	3.62042	21.825	32.6175
1397778780.501	n	10.4962	3.62042	21.822	32.6174
1397778780.561	n	10.4965	3.62042	21.821	32.6171
1397778780.626	n	10.4968	3.62043	21.823	32.6168
1397778780.688	n	10.4971	3.62042	21.822	32.6165
1397778780.749	n	10.4974	3.62042	21.823	32.6162
1397778780.811	n	10.4976	3.62041	21.825	32.6160
1397778780.875	n	10.4978	3.62041	21.824	32.6158
1397778780.938	n	10.4979	3.62041	21.823	32.6157
1397778780.998	n	10.4981	3.62042	21.827	32.6156
