Source File: D:\Storage\Programs\OOI\Group 5\Correspondence\07_18_14 sample files\files\11312482.PPB
Processed: 07/18/2014 12:28:11
Using Version: 1.11
Device: CTD
Start Date: 05/11/2014
Timestamp (s)	Suspect Timestamp	Temperature	Conductivity	Pressure	Salinity
1399787836.682	y	12.3025	3.69631	22.678	31.7856
1399787836.747	n	12.3023	3.69628	22.664	31.7855
1399787836.808	n	12.3025	3.69623	22.659	31.7849
1399787836.871	n	12.3023	3.69631	22.678	31.7858
1399787836.933	n	12.3025	3.69628	22.664	31.7854
1399787836.995	n	12.3025	3.69628	22.644	31.7854
1399787837.060	n	12.3027	3.69633	22.635	31.7857
1399787837.123	n	12.3025	3.69626	22.659	31.7852
1399787837.185	n	12.3025	3.69625	22.655	31.7851
1399787837.247	n	12.3026	3.69626	22.647	31.7851
1399787837.310	n	12.3027	3.69628	22.644	31.7852
1399787837.374	n	12.3028	3.69630	22.635	31.7853
1399787837.435	n	12.3028	3.69631	22.632	31.7854
1399787837.496	n	12.3029	3.69632	22.625	31.7854
1399787837.561	n	12.3029	3.69631	22.621	31.7852
1399787837.623	n	12.3030	3.69630	22.618	31.7851
1399787837.685	n	12.3032	3.69629	22.613	31.7849
1399787837.749	n	12.3033	3.69629	22.605	31.7847
1399787837.809	n	12.3034	3.69630	22.598	31.7847
1399787837.872	n	12.3035	3.69630	22.593	31.7848
1399787837.936	n	12.3035	3.69631	22.590	31.7847
1399787837.998	n	12.3036	3.69630	22.585	31.7846
1399787838.061	n	12.3038	3.69630	22.581	31.7845
1399787838.124	n	12.3039	3.69630	22.578	31.7843
1399787838.185	n	12.3040	3.69630	22.575	31.7843
1399787839.477	n	12.3041	3.69630	22.568	31.7842
1399787839.501	n	12.3043	3.69630	22.564	31.7840
1399787839.517	n	12.3043	3.69630	22.561	31.7839
1399787839.528	n	12.3044	3.69629	22.558	31.7838
1399787839.533	n	12.3044	3.69628	22.555	31.7838
1399787839.539	n	12.3045	3.69628	22.550	31.7837
1399787839.546	n	12.3045	3.69629	22.546	31.7837
1399787839.552	n	12.3046	3.69630	22.546	31.7838
1399787839.559	n	12.3047	3.69630	22.543	31.7837
1399787839.566	n	12.3048	3.69630	22.536	31.7836
1399787839.572	n	12.3048	3.69628	22.533	31.7835
1399787839.579	n	12.3048	3.69628	22.529	31.7834
