Source File: D:\Storage\Programs\OOI\Group 5\Correspondence\07_18_14 sample files\files\11209980.PPB
Processed: 07/18/2014 12:27:52
Using Version: 1.11
Device: CTD
Start Date: 04/30/2014
Timestamp (s)	Suspect Timestamp	Temperature	Conductivity	Pressure	Salinity
1398902217.685	y	10.8935	3.59970	22.627	32.0591
1398902217.746	n	10.8936	3.59969	22.631	32.0588
1398902217.810	n	10.8936	3.59970	22.635	32.0589
1398902217.872	n	10.8936	3.59970	22.627	32.0589
1398902217.935	n	10.8936	3.59969	22.631	32.0588
1398902217.998	n	10.8934	3.59970	22.640	32.0591
1398902218.059	n	10.8935	3.59969	22.640	32.0589
1398902218.124	n	10.8936	3.59970	22.635	32.0589
1398902218.188	n	10.8935	3.59970	22.636	32.0590
1398902218.247	n	10.8935	3.59969	22.637	32.0590
1398902218.312	n	10.8935	3.59969	22.640	32.0590
1398902218.376	n	10.8935	3.59969	22.640	32.0590
1398902218.439	n	10.8935	3.59970	22.642	32.0590
1398902218.497	n	10.8935	3.59969	22.644	32.0589
1398902218.562	n	10.8935	3.59968	22.646	32.0588
1398902218.622	n	10.8935	3.59967	22.648	32.0587
1398902218.685	n	10.8935	3.59968	22.648	32.0588
1398902218.747	n	10.8935	3.59969	22.649	32.0590
1398902218.811	n	10.8935	3.59970	22.650	32.0591
1398902218.873	n	10.8935	3.59971	22.647	32.0591
1398902218.936	n	10.8935	3.59970	22.646	32.0590
1398902218.999	n	10.8936	3.59970	22.647	32.0589
1398902219.060	n	10.8936	3.59970	22.649	32.0589
1398902219.122	n	10.8935	3.59969	22.649	32.0589
1398902219.185	n	10.8935	3.59969	22.647	32.0589
1398902220.214	n	10.8935	3.59968	22.644	32.0588
1398902220.237	n	10.8935	3.59967	22.647	32.0587
1398902220.258	n	10.8935	3.59967	22.648	32.0587
1398902220.269	n	10.8936	3.59967	22.646	32.0587
1398902220.276	n	10.8936	3.59969	22.644	32.0588
1398902220.283	n	10.8936	3.59970	22.638	32.0590
1398902220.290	n	10.8935	3.59971	22.636	32.0591
1398902220.296	n	10.8935	3.59971	22.641	32.0591
1398902220.303	n	10.8935	3.59970	22.637	32.0591
1398902220.312	n	10.8935	3.59970	22.638	32.0590
1398902220.320	n	10.8935	3.59969	22.635	32.0590
1398902220.326	n	10.8935	3.59970	22.634	32.0590
1398902220.332	n	10.8935	3.59969	22.629	32.0589
