Source File: D:\Storage\Programs\OOI\Group 5\Correspondence\07_18_14 sample files\files\11327908.PPB
Processed: 07/18/2014 12:28:15
Using Version: 1.11
Device: CTD
Start Date: 05/12/2014
Timestamp (s)	Suspect Timestamp	Temperature	Conductivity	Pressure	Salinity
1399921116.806	y	11.4525	3.65396	22.441	32.1057
1399921116.868	n	11.4526	3.65392	22.441	32.1052
1399921116.932	n	11.4525	3.65397	22.438	32.1057
1399921116.994	n	11.4526	3.65396	22.441	32.1056
1399921117.058	n	11.4525	3.65392	22.441	32.1052
1399921117.121	n	11.4527	3.65397	22.441	32.1056
1399921117.180	n	11.4528	3.65400	22.444	32.1058
1399921117.247	n	11.4526	3.65395	22.438	32.1054
1399921117.308	n	11.4526	3.65395	22.438	32.1054
1399921117.371	n	11.4527	3.65396	22.439	32.1054
1399921117.434	n	11.4527	3.65396	22.441	32.1055
1399921117.496	n	11.4527	3.65397	22.444	32.1055
1399921117.558	n	11.4528	3.65398	22.442	32.1056
1399921117.621	n	11.4528	3.65398	22.441	32.1055
1399921117.682	n	11.4529	3.65398	22.445	32.1055
1399921117.746	n	11.4529	3.65397	22.442	32.1054
1399921117.808	n	11.4529	3.65397	22.442	32.1054
1399921117.871	n	11.4529	3.65396	22.443	32.1053
1399921117.934	n	11.4529	3.65396	22.442	32.1053
1399921117.996	n	11.4530	3.65397	22.441	32.1053
1399921118.058	n	11.4530	3.65398	22.442	32.1053
1399921118.120	n	11.4531	3.65398	22.444	32.1053
1399921118.185	n	11.4531	3.65398	22.441	32.1053
1399921118.244	n	11.4530	3.65399	22.440	32.1054
1399921118.309	n	11.4530	3.65399	22.441	32.1055
1399921120.055	n	11.4530	3.65400	22.440	32.1055
1399921120.083	n	11.4531	3.65400	22.441	32.1056
1399921120.105	n	11.4531	3.65400	22.439	32.1055
1399921120.131	n	11.4531	3.65400	22.435	32.1055
1399921120.139	n	11.4531	3.65401	22.436	32.1057
1399921120.148	n	11.4531	3.65402	22.436	32.1057
1399921120.158	n	11.4531	3.65402	22.434	32.1057
1399921120.167	n	11.4532	3.65402	22.434	32.1057
1399921120.175	n	11.4532	3.65403	22.430	32.1056
1399921120.184	n	11.4533	3.65402	22.430	32.1056
1399921120.192	n	11.4533	3.65403	22.430	32.1056
1399921120.200	n	11.4534	3.65403	22.429	32.1055
1399921120.208	n	11.4534	3.65402	22.430	32.1054
1399921120.215	n	11.4534	3.65401	22.425	32.1054
1399921120.221	n	11.4535	3.65401	22.426	32.1053
1399921120.227	n	11.4535	3.65402	22.423	32.1054
1399921120.233	n	11.4535	3.65403	22.425	32.1055
1399921120.238	n	11.4535	3.65404	22.423	32.1055
1399921120.245	n	11.4535	3.65405	22.422	32.1056
1399921120.252	n	11.4535	3.65406	22.420	32.1057
1399921120.259	n	11.4536	3.65406	22.419	32.1057
1399921120.266	n	11.4536	3.65407	22.415	32.1057
1399921120.271	n	11.4536	3.65407	22.414	32.1057
1399921120.277	n	11.4536	3.65406	22.412	32.1057
1399921120.284	n	11.4536	3.65407	22.410	32.1057
1399921120.289	n	11.4537	3.65408	22.407	32.1058
1399921120.295	n	11.4537	3.65409	22.403	32.1058
1399921120.301	n	11.4537	3.65409	22.404	32.1058
1399921120.308	n	11.4538	3.65409	22.406	32.1058
1399921120.313	n	11.4538	3.65409	22.402	32.1058
1399921120.320	n	11.4538	3.65409	22.399	32.1058
1399921120.325	n	11.4538	3.65411	22.395	32.1059
1399921120.371	n	11.4538	3.65411	22.396	32.1060
1399921120.434	n	11.4538	3.65411	22.393	32.1060
1399921120.495	n	11.4539	3.65411	22.391	32.1059
1399921120.558	n	11.4539	3.65411	22.388	32.1059
1399921120.641	n	11.4539	3.65411	22.387	32.1059
1399921120.687	n	11.4539	3.65411	22.382	32.1059
1399921120.747	n	11.4539	3.65412	22.383	32.1060
1399921120.809	n	11.4540	3.65413	22.382	32.1060
1399921120.870	n	11.4540	3.65414	22.379	32.1061
1399921120.936	n	11.4540	3.65414	22.374	32.1061
1399921120.996	n	11.4541	3.65414	22.371	32.1061
1399921121.059	n	11.4541	3.65414	22.371	32.1060
1399921121.122	n	11.4541	3.65414	22.368	32.1060
1399921121.182	n	11.4540	3.65414	22.369	32.1061
1399921121.244	n	11.4540	3.65414	22.364	32.1061
1399921121.310	n	11.4540	3.65415	22.362	32.1062
1399921121.371	n	11.4541	3.65415	22.359	32.1062
1399921121.435	n	11.4541	3.65416	22.358	32.1062
1399921121.497	n	11.4541	3.65416	22.356	32.1062
1399921121.558	n	11.4542	3.65416	22.352	32.1062
1399921121.623	n	11.4542	3.65417	22.349	32.1062
