Source File: D:\Storage\Programs\OOI\Group 5\Correspondence\07_18_14 sample files\files\11322482.PPB
Processed: 07/18/2014 12:28:13
Using Version: 1.11
Device: CTD
Start Date: 05/12/2014
Timestamp (s)	Suspect Timestamp	Temperature	Conductivity	Pressure	Salinity
1399874236.684	y	12.0806	3.69906	22.707	32.0011
1399874236.746	n	12.0807	3.69907	22.710	32.0010
1399874236.809	n	12.0807	3.69907	22.711	32.0011
1399874236.872	n	12.0807	3.69906	22.707	32.0010
1399874236.936	n	12.0807	3.69907	22.710	32.0011
1399874236.998	n	12.0806	3.69912	22.714	32.0017
1399874237.058	n	12.0806	3.69912	22.718	32.0017
1399874237.124	n	12.0807	3.69906	22.711	32.0010
1399874237.185	n	12.0806	3.69906	22.713	32.0011
1399874237.251	n	12.0806	3.69907	22.716	32.0013
1399874237.312	n	12.0806	3.69909	22.714	32.0014
1399874237.373	n	12.0805	3.69909	22.718	32.0015
1399874237.437	n	12.0806	3.69909	22.721	32.0014
1399874237.499	n	12.0806	3.69908	22.720	32.0013
1399874237.560	n	12.0806	3.69906	22.721	32.0012
1399874237.622	n	12.0806	3.69905	22.720	32.0010
1399874237.686	n	12.0806	3.69905	22.723	32.0010
1399874237.749	n	12.0806	3.69905	22.728	32.0010
1399874237.812	n	12.0806	3.69905	22.726	32.0010
1399874237.874	n	12.0806	3.69906	22.727	32.0011
1399874237.935	n	12.0806	3.69907	22.730	32.0012
1399874237.998	n	12.0806	3.69907	22.727	32.0012
1399874238.061	n	12.0806	3.69907	22.728	32.0012
1399874238.123	n	12.0806	3.69908	22.731	32.0013
1399874238.187	n	12.0806	3.69907	22.733	32.0012
1399874239.833	n	12.0806	3.69907	22.732	32.0012
1399874239.866	n	12.0806	3.69908	22.732	32.0013
1399874239.887	n	12.0806	3.69908	22.734	32.0013
1399874239.906	n	12.0806	3.69909	22.737	32.0013
1399874239.913	n	12.0807	3.69909	22.733	32.0013
1399874239.919	n	12.0807	3.69909	22.733	32.0013
1399874239.926	n	12.0807	3.69908	22.737	32.0012
1399874239.933	n	12.0807	3.69908	22.737	32.0013
1399874239.940	n	12.0806	3.69908	22.736	32.0012
1399874239.947	n	12.0806	3.69907	22.734	32.0012
1399874239.954	n	12.0806	3.69907	22.736	32.0012
1399874239.960	n	12.0806	3.69907	22.736	32.0012
1399874239.966	n	12.0806	3.69908	22.738	32.0012
