Source File: D:\Storage\Programs\OOI\Group 5\Correspondence\07_18_14 sample files\files\11237499.PPB
Processed: 07/18/2014 12:27:57
Using Version: 1.11
Device: CTD
Start Date: 05/03/2014
Timestamp (s)	Suspect Timestamp	Temperature	Conductivity	Pressure	Salinity
1399139982.685	y	12.4497	3.64455	20.509	31.1695
1399139982.748	n	12.4496	3.64451	20.516	31.1692
1399139982.810	n	12.4498	3.64451	20.519	31.1691
1399139982.872	n	12.4496	3.64455	20.509	31.1696
1399139982.936	n	12.4498	3.64451	20.516	31.1691
1399139982.996	n	12.4497	3.64451	20.528	31.1692
1399139983.061	n	12.4497	3.64455	20.532	31.1695
1399139983.123	n	12.4496	3.64453	20.519	31.1694
1399139983.187	n	12.4496	3.64453	20.523	31.1694
1399139983.250	n	12.4496	3.64454	20.526	31.1694
1399139983.311	n	12.4496	3.64454	20.528	31.1694
1399139983.374	n	12.4496	3.64453	20.532	31.1694
1399139983.436	n	12.4495	3.64452	20.536	31.1694
1399139983.498	n	12.4494	3.64453	20.540	31.1695
1399139983.560	n	12.4493	3.64454	20.546	31.1697
1399139983.623	n	12.4493	3.64455	20.552	31.1698
1399139983.686	n	12.4492	3.64455	20.555	31.1699
1399139983.748	n	12.4492	3.64455	20.558	31.1700
1399139983.811	n	12.4491	3.64455	20.564	31.1699
1399139983.873	n	12.4491	3.64453	20.568	31.1698
1399139983.938	n	12.4491	3.64452	20.570	31.1697
1399139983.998	n	12.4491	3.64452	20.576	31.1697
1399139984.062	n	12.4490	3.64452	20.585	31.1697
1399139984.124	n	12.4490	3.64453	20.589	31.1699
1399139984.186	n	12.4489	3.64453	20.592	31.1700
1399139985.136	n	12.4489	3.64454	20.599	31.1700
1399139985.151	n	12.4489	3.64455	20.604	31.1701
1399139985.159	n	12.4490	3.64455	20.610	31.1701
1399139985.181	n	12.4490	3.64455	20.618	31.1700
1399139985.188	n	12.4489	3.64454	20.623	31.1700
1399139985.197	n	12.4489	3.64452	20.628	31.1699
1399139985.203	n	12.4488	3.64452	20.636	31.1699
1399139985.210	n	12.4487	3.64452	20.636	31.1700
1399139985.218	n	12.4486	3.64453	20.647	31.1702
1399139985.224	n	12.4486	3.64454	20.650	31.1703
1399139985.235	n	12.4486	3.64455	20.656	31.1704
1399139985.243	n	12.4486	3.64455	20.663	31.1703
1399139985.250	n	12.4486	3.64454	20.671	31.1703
1399139985.257	n	12.4486	3.64453	20.675	31.1702
1399139985.263	n	12.4485	3.64452	20.687	31.1701
1399139985.267	n	12.4485	3.64452	20.692	31.1701
1399139985.272	n	12.4485	3.64452	20.697	31.1701
1399139985.312	n	12.4485	3.64451	20.704	31.1700
