Source File: D:\Storage\Programs\OOI\Group 5\Correspondence\07_18_14 sample files\files\11199990.PPB
Processed: 07/18/2014 12:27:50
Using Version: 1.11
Device: CTD
Start Date: 04/29/2014
Timestamp (s)	Suspect Timestamp	Temperature	Conductivity	Pressure	Salinity
1398815907.684	y	10.5819	3.57803	21.690	32.1175
1398815907.748	n	10.5818	3.57804	21.694	32.1177
1398815907.808	n	10.5819	3.57804	21.695	32.1176
1398815907.873	n	10.5818	3.57803	21.690	32.1176
1398815907.936	n	10.5819	3.57804	21.694	32.1176
1398815907.997	n	10.5819	3.57804	21.704	32.1176
1398815908.060	n	10.5816	3.57804	21.705	32.1179
1398815908.122	n	10.5819	3.57804	21.695	32.1176
1398815908.188	n	10.5819	3.57804	21.699	32.1177
1398815908.248	n	10.5818	3.57804	21.700	32.1177
1398815908.311	n	10.5818	3.57803	21.704	32.1177
1398815908.373	n	10.5817	3.57803	21.705	32.1177
1398815908.437	n	10.5817	3.57803	21.708	32.1177
1398815908.499	n	10.5817	3.57803	21.712	32.1177
1398815908.562	n	10.5817	3.57803	21.717	32.1177
1398815908.622	n	10.5817	3.57802	21.722	32.1176
1398815908.686	n	10.5817	3.57801	21.728	32.1176
1398815908.748	n	10.5817	3.57801	21.734	32.1175
1398815908.810	n	10.5816	3.57801	21.738	32.1176
1398815908.873	n	10.5816	3.57802	21.747	32.1177
1398815908.935	n	10.5816	3.57803	21.751	32.1178
1398815908.999	n	10.5816	3.57803	21.755	32.1177
1398815909.062	n	10.5817	3.57803	21.761	32.1178
1398815909.124	n	10.5817	3.57803	21.771	32.1177
1398815909.187	n	10.5816	3.57802	21.780	32.1177
1398815909.966	n	10.5816	3.57801	21.788	32.1176
1398815909.982	n	10.5816	3.57801	21.791	32.1176
1398815910.000	n	10.5815	3.57802	21.800	32.1177
1398815910.006	n	10.5815	3.57803	21.806	32.1178
1398815910.012	n	10.5815	3.57803	21.816	32.1178
1398815910.017	n	10.5815	3.57802	21.825	32.1177
1398815910.023	n	10.5815	3.57802	21.833	32.1177
1398815910.028	n	10.5815	3.57802	21.842	32.1177
1398815910.034	n	10.5815	3.57802	21.851	32.1178
1398815910.039	n	10.5815	3.57802	21.858	32.1177
1398815910.045	n	10.5815	3.57802	21.867	32.1177
1398815910.050	n	10.5815	3.57801	21.876	32.1176
1398815910.055	n	10.5815	3.57800	21.890	32.1175
1398815910.060	n	10.5815	3.57800	21.898	32.1176
1398815910.123	n	10.5815	3.57801	21.909	32.1176
1398815910.187	n	10.5815	3.57802	21.918	32.1177
1398815910.247	n	10.5815	3.57803	21.927	32.1178
1398815910.311	n	10.5815	3.57804	21.938	32.1179
1398815910.372	n	10.5815	3.57804	21.948	32.1179
1398815910.436	n	10.5815	3.57803	21.957	32.1178
1398815910.497	n	10.5814	3.57803	21.969	32.1178
1398815910.562	n	10.5815	3.57803	21.981	32.1178
1398815910.624	n	10.5815	3.57803	21.992	32.1178
