2001/01/21 03:05:08.013 [dosta:DLOGP1]:File 20010121.dosta1.log, Meta 1 of 1, Sensor 21, Garbled 0
2001/01/21 03:05:21.592 [dosta:DLOGP2]:Generated by Steve Myerson
2001/01/21 03:05:35.171 [dosta:DLOGP3]:Idle state, without initialize
2001/01/21 03:05:48.750 [dosta:DLOGP4]:Instrument Started on second attempt [Power On]
2001/01/21 03:06:02.329 4831	2001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
2001/01/21 03:06:15.908 4831	2001	25.000	6.000	5.000	4.500	4.500	4.500	4.500	75.000	75.000	12.500
2001/01/21 03:06:29.487 4831	2001	50.000	12.000	10.000	9.000	9.000	9.000	9.000	150.000	150.000	25.000
2001/01/21 03:06:43.066 4831	2001	75.000	18.000	15.000	13.500	13.500	13.500	13.500	225.000	225.000	37.500
2001/01/21 03:06:56.645 4831	2001	100.000	24.000	20.000	18.000	18.000	18.000	18.000	300.000	300.000	50.000
2001/01/21 03:07:10.224 4831	2001	125.000	30.000	25.000	22.500	22.500	22.500	22.500	375.000	375.000	62.500
2001/01/21 03:07:23.803 4831	2001	150.000	36.000	30.000	27.000	27.000	27.000	27.000	450.000	450.000	75.000
2001/01/21 03:07:37.382 4831	2001	175.000	42.000	35.000	31.500	31.500	31.500	31.500	525.000	525.000	87.500
2001/01/21 03:07:50.961 4831	2001	200.000	48.000	40.000	36.000	36.000	36.000	36.000	600.000	600.000	100.000
2001/01/21 03:08:04.540 4831	2001	225.000	54.000	45.000	40.500	40.500	40.500	40.500	675.000	675.000	112.500
2001/01/21 03:08:18.119 4831	2001	250.000	60.000	50.000	45.000	45.000	45.000	45.000	750.000	750.000	125.000
2001/01/21 03:08:31.698 4831	2001	275.000	66.000	55.000	49.500	49.500	49.500	49.500	825.000	825.000	137.500
2001/01/21 03:08:45.277 4831	2001	300.000	72.000	60.000	54.000	54.000	54.000	54.000	900.000	900.000	150.000
2001/01/21 03:08:58.856 4831	2001	325.000	78.000	65.000	58.500	58.500	58.500	58.500	975.000	975.000	162.500
2001/01/21 03:09:12.435 4831	2001	350.000	84.000	70.000	63.000	63.000	63.000	63.000	1050.000	1050.000	175.000
2001/01/21 03:09:26.014 4831	2001	375.000	90.000	75.000	67.500	67.500	67.500	67.500	1125.000	1125.000	187.500
2001/01/21 03:09:39.593 4831	2001	400.000	96.000	80.000	72.000	72.000	72.000	72.000	1200.000	1200.000	200.000
2001/01/21 03:09:53.172 4831	2001	425.000	102.000	85.000	76.500	76.500	76.500	76.500	1275.000	1275.000	212.500
2001/01/21 03:10:06.751 4831	2001	450.000	108.000	90.000	81.000	81.000	81.000	81.000	1350.000	1350.000	225.000
2001/01/21 03:10:20.330 4831	2001	475.000	114.000	95.000	85.500	85.500	85.500	85.500	1425.000	1425.000	237.500
2001/01/21 03:10:33.909 4831	2001	500.000	120.000	100.000	90.000	90.000	90.000	90.000	1500.000	1500.000	250.000
